position,company,description,numreview,location
Software Engineer - Machine Learning,Quora,"<span id=""job_summary"" class=""summary""><div><div>We are looking for an experienced Machine Learning engineer to join our growing engineering team. At Quora, we use Machine Learning in almost every part of the product - feed ranking, answer ranking, search, topic and user recommendations, spam detection etc. As a Machine Learning expert, you will have a unique opportunity to have high impact by advancing these systems, as well as uncovering new opportunities to apply Machine Learning to the Quora product. You will also play a key role in developing tools and abstractions that our other developers would build on top of.</div><br>
<p><b>Responsibilities:
</b></p><ul><li>Improve our existing Machine Learning systems using your core expertise</li><li>
Identify new opportunities to apply Machine Learning to different parts of the Quora product</li><li>
Work with other engineers to implement algorithms and systems in an efficient way</li><li>
Take end to end ownership of Machine Learning systems - from data pipelines and training, to realtime prediction engines.</li></ul><p><b>
Requirements:</b></p><ul><li>
3+ years of industry experience in Machine Learning or related field</li><li>
Good understanding of mathematical foundations of Machine Learning algorithms</li><li>
Previous experience building end to end Machine Learning systems</li><li>
Knowledge of Python or C++, or the ability to learn them quickly</li><li>
BS, MS or PhD in Computer Science, Engineering or a related technical field</li><li>
Love of the Quora product</li></ul><br>
<div>We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.</div></div></span>",,"Mountain View, CA"
Senior QA Automation Engineer,Dremio,"<span id=""job_summary"" class=""summary""><div><div><div><div>Dremio reimagines analytics for modern data. Created by veterans of open source and big data technologies, Dremio is a fundamentally new approach that dramatically simplifies and accelerates time to insight. Dremio empowers business users to curate precisely the data they need, from any data source, then accelerate analytical processing for BI tools, machine learning, data science, and SQL clients. Dremio starts to deliver value in minutes, and learns from your data and queries, making your data engineers, analysts, and data scientists more productive. For more information, visit www.dremio.com.</div><div><br>
</div><div>
Founded in 2015, Dremio is headquartered in Mountain View, CA and has raised $40 million in Funding from Top VC's including Lightspeed Venture Partners, Redpoint Ventures and Norwest Ventures. Connect with Dremio on GitHub,LinkedIn, Twitter and Facebook.</div><div><br>
</div><div>
We are looking to build out our core team with an awe-inspiring QA Engineer. The ideal QA Engineer will be comfortable working in a fast paced environment, have a genuine bias toward action, and has a penchant for creative problem solving.
</div><div>If you are looking to play an integral part in building a new category for the data analytics space, join our team!
</div></div><div><div><h3 class=""jobSectionHeader""><b>Responsibilities
</b></h3><div><ul><li>Work closely with Engineering team to deliver sprints/releases on time
</li><li>Be an active participant in defining and overseeing overall development governance and standards</li><li>
Understand requirements, articulate options and solutions, communicate pros and cons and participate in the decision making process related to platform architecture</li><li>
Review QA project artifacts developed by software engineers including Test Plans, Test Scripts and project strategies</li><li>
Review product design documentation to ensure that requirements stated are correct, unambiguous, and verifiable</li><li>
Assist in generation of use cases to ensure that all functional requirements of a system are captured during the product design phase</li><li>
Define test automation, infrastructure and process</li><li>
Ensure test cases are complete and traceable to requirements and design</li></ul></div></div></div><div><div><h3 class=""jobSectionHeader""><b>
Requirements</b></h3><div><ul><li>
BS Degree in CS or equivalent work experience</li><li>
Strong database internals or distributed systems testing experience</li><li>
Ability to write complex SQL queries</li><li>
Strong drive towards automation and SQL automation knowledge</li><li>
Proven record of leading highly technical QA teams</li></ul></div></div></div><div><div><h3 class=""jobSectionHeader""><b>
Desirable skills</b></h3><div><ul><li>
Experience testing Big Data related technologies (Hadoop, Spark, Cassandra, HBase, MongoDB, etc)</li><li>
Experience with executing SQL and ETL</li><li>
Experience with load, performance and stress testing</li><li>
Experience with Agile methodologies</li></ul></div></div></div></div></div></span>",,"Mountain View, CA 94043"
Product Manager - Ads,Quora,"<span id=""job_summary"" class=""summary""><div><div>Quora's mission is to share and grow the world's knowledge, and monetization plays an important role in empowering us to achieve this mission. You will be a key member of an early stage team working to grow the success of our advertising efforts. We recently launched our first ads product and are seeking to build out our core team.</div><div><br>
</div><div>
Our product managers excel at and are responsible for guiding, enabling, and accelerating the efforts of our designers, engineers, and data scientists to build and ship successful products. This position is full time and based in Quora's headquarters in Mountain View.</div><br>
<p><b>Responsibilities</b></p><ul><li>
Contribute to an early stage team in a fast-paced, startup environment focused on generating revenue for the success of the company and mission</li><li>
Manage project ambiguity, complexity and interdependencies in an organized and structured way and willing to do what it takes to make our product successful</li><li>
Research the digital marketing ecosystem and players (including advertising partners, agencies, technology partners, and competitors) in order to inform product priorities</li><li>
Partner cross-functionally with engineering, design, product, sales, data science, and marketing teams to gather requirements for, define, build, release, and promote new products</li><li>
Define objectives, metrics, and key results to help guide, prioritize, and measure the success of the new products</li><li>
Analyze product performance to quantitative and qualitative feedback to guide new improvements</li></ul><p><b>
Requirements</b></p><ul><li>
Understanding of digital advertising, the ad tech space, and auction-driven ad marketplaces</li><li>
Product management experience enabling cross-functional teams to build and launch new features quickly within a highly collaborative environment</li><li>
Excellent communication skills and intuition for communication strategy at every level - within teams, within the company, to users, to press, and other audiences</li><li>
Adept at using qualitative and quantitative data to drive decisions</li><li>
Curiosity and passion for Quora</li><li>
BA/BS degree in Computer Science or a related technical field or equivalent practical experience ideal</li></ul><br>
<div>We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.</div></div></span>",,"Mountain View, CA"
Senior Software Engineer- Full Stack,Dremio,"<span id=""job_summary"" class=""summary""><div><div><div><div>Dremio reimagines analytics for modern data. Created by veterans of open source and big data technologies, Dremio is a fundamentally new approach that dramatically simplifies and accelerates time to insight. Dremio empowers business users to curate precisely the data they need, from any data source, then accelerate analytical processing for BI tools, machine learning, data science, and SQL clients. Dremio starts to deliver value in minutes, and learns from your data and queries, making your data engineers, analysts, and data scientists more productive. For more information, visit www.dremio.com.</div><div><br>
</div><div>
Founded in 2015, Dremio is headquartered in Mountain View, CA and has raised $40 million in Funding from Top VC's including Lightspeed Venture Partners, Redpoint Ventures and Norwest Ventures. Connect with Dremio on GitHub,LinkedIn, Twitter and Facebook.</div><div><br>
</div><div>
In this role, you'd be an integral part of a small team that owns the front end and server side of the Dremio product.</div></div><div><div><h3 class=""jobSectionHeader""><b>
Responsibilities
</b></h3><div><ul><li>Own design, implementation, testing, and support of next-generation features related to transformations, robustness, usability, security, and performance of the product.
</li><li>Simplify big-scale, complex concepts that need to be presented to the end-user.</li><li>
Collaborate with front-end and query processing experts.</li><li>
Interact with customers as part of design process.</li><li>
Contribute to several open source projects.
</li><li>Capable of working Individually and collaboratively with other engineers.</li><li>
Collaborate with support and field resources to make sure that customers are successful with Dremio</li></ul></div></div></div><div><div><h3 class=""jobSectionHeader""><b>
Requirements</b></h3><div><ul><li>
Proven record of taking complex systems and situations and bringing them to the market successfully.</li><li>
Experience using Javascript and Frameworks including React, NodeJS, Angular.</li><li>
Strong in Java programming.</li><li>
Experience in performance tuning</li><li>
Prior work with distributed systems, concurrency control, enterprise security.</li><li>
Excellent written and oral communication skills</li><li>
Start-up experience a plus</li><li>
B.S. in Computer Science, M.S. and Ph.D. in relevant domain a plus</li></ul></div></div></div></div></div></span>",,"Mountain View, CA 94043"
Senior Diags Development Engineer,NOKIA,"<span id=""job_summary"" class=""summary""><div><div><b><i>Nokia is a global leader in the technologies that connect people and things. With state-of-the-art software, hardware and services for any type of network, Nokia is uniquely positioned to help communication service providers, governments, and large enterprises deliver on the promise of 5G, the Cloud and the Internet of Things. Serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly transform the way people and things communicate and connect.</i></b></div>
<br>
<div><b>Description</b></div>
<div>
The Diags Software Engineer will join a team in ION R&amp;D with a mandate to develop diagnostic test software code to support H/W and S/W development as well as production testing. The team’s role is to develop “bring-up” software and Test Diags.</div>
<div><i>
Bring-up</i> software is used by H/W designers early in the development cycle to accelerate the delivery of good working H/W boards to the software development team. The team’s work will include the development and integration of low level device drivers, test utilities and 3rd party API’s in close collaboration with the S/W team to ensure maximum code re-use. The test code will verify and stress the product in a lab environment as part of the DVT (Design Verification Tests) in accordance with product specifications.</div>
<div><i>
Test Diags</i> leverage subsets of the bring-up software to create test code that is embedded in the factory test. Test Diags are a key component of the production E2E test strategy; they help drive the best possible test coverage and debug capability while reducing the cost of test.</div>
<div><b>
Key Responsibilities / Functions:</b></div>
<ul>
<li>Design and develop Diags software according to the product roadmap in collaboration with Software, Hardware, DVT (Design Verification), FPGA design and Operations production test teams.</li>
<li>Design and develop Diags software from early concept phase, through architecture, prototype / board bring-up to ultimate release of the product to production.</li>
<li>Develop regression tests to confirm that Diags are fault-free.</li>
<li>Provide support for newly released and mature products to optimize manufacturing yields. Provide debug support for difficult product/test problems in manufacturing.</li>
<li>Contribute to the development of a comprehensive E2E production test strategy.</li>
<li>Contribute to and support product design-for-testability to drive optimal test Diags coverage and help reduce the cost of production testing.</li>
<li>Contribute to the development of production test debug guides by documenting Diags routines.</li></ul>
<br>
<div><div><b>Qualifications</b></div>
<div>
 <b>Required Qualifications:</b></div>
<ul>
<li>Masters or Bachelor’s degree in Electrical Engineering, Telecommunication Engineering, or Computer Engineering with 2+ years of related up to date experience.</li>
<li>Experience in C/C++ is essential.</li>
<li>Understanding of writing code on low level direct hardware access using device data sheets for accessing embedded controller and their peripherals and associated low level interface protocols; examples include JTAG, SPI, I2C</li>
<li>Comfortable working with S/W development environment tools and Linux.</li>
<li>Well-organized, methodical individual able to work in an environment with time-constraints.</li>
<li>Fluent, both written and orally, in English. Comfortable explaining problems to both H/W and S/W teams.
</li></ul><br>
<div><b><i>Desired Qualifications: (Education, Technical Skills/Knowledge)</i></b></div>
<ul>
<li>Knowledge of real time OS and embedded UNIX and using its debug capabilities.</li>
<li>Comfortable reading product hardware schematics and performing digital circuit analysis. Experienced in analyzing and debugging failures.
</li><li>Understanding of script languages like TCL or PERL for test sequencing
</li><li>Experience with boot loaders, e.g. u-boot, multi-core processors, PCIe</li>
<li>Detail-oriented person with an ability to develop comprehensive code to thoroughly exercise H/W functionality of an assigned product.</li>
<li>Flexible, creative individual who is able to debug product problems in an environment where debug tools are not always well-developed.</li>
<li>Familiarity with version-control tools like git, and CVS.</li></ul></div></div></span>","3,372 reviews","Mountain View, CA"
Senior Machine Learning Engineer,JD.com,"<span id=""job_summary"" class=""summary"">JD.com is looking for a Senior Machine Learning Engineer to join the Y Business Unit in our Silicon Valley R&amp;D Center. At JD.com, you will be working with a team of world class research scientists and engineers. Your main responsibility is to build the data pipelines and machine learning platforms to power one of the largest supply chain networks in the world. You will develop complex data processing pipelines, write scalable web services, build experimentation platforms, and design and implement optimization and machine learning algorithms.
<br><br>
Responsibilities
<br><br>
<ul>
<li>Develop and maintain data infrastructure systems that power statistical and machine learning models on large-scale datasets.</li>
<li>Own data quality throughout all data lifecycles, including acquisition, cleaning, processing, and validation.</li>
<li>Write and maintain APIs to serve data for various types of data consumers.</li>
<li>Build an experimentation platform to facilitate A/B testing and model selection.</li>
<li>Design and build platforms to facilitate the rapid iteration of machine learning and optimization algorithms.</li>
<li>Work closely with the algorithm and engineer teams in both the US and China.</li>
</ul>
Qualifications
<br><br>
<ul>
<li>PhD or Master's degree with 2+ years of experience in Computer Science or related fields.</li>
<li>Deep understanding of big data technologies (MapReduce, Hadoop, Spark, Hive, Kafka, etc.) and machine learning.</li>
<li>Experience with developing and deploying machine learning models in production systems.</li>
<li>Proficiency in at least one of the following programming languages: Java, C++, Scala, Python, Go.</li>
<li>Solid foundation in data structures, algorithms, and system design, with excellent debugging and troubleshooting skills, especially in a cloud environment.</li>
<li>Excellent communication skills and a strong team player.</li>
</ul>
About JD-Y team
<br><br>
JD Y Business Unit (JD-Y) focuses on building a smart supply chain and using AI to drive retail reform. JD-Y applies AI algorithm and use data-driven approaches in product assortment, inventory management, pricing and promotion. It also leverage big data technologies in smart retail to lower the costs of distribution. JD-Y is working with leaders in industry and academia to design and build the next generation supply chain management system.</span>",6 reviews,"Mountain View, CA"
Digital Marketing Leader,h2o.ai,"<span id=""job_summary"" class=""summary""><div><p><b>Company Overview</b></p>
<p>H2O.ai is the company behind H2O, the premier open-source machine learning platform that is transforming how enterprise AI applications are built. H2O is a distributed machine learning platform designed for big data with APIs are available in R, Python, Scala, Java and REST/JSON. With H2O, data scientists can take sophisticated models all the way to production using the same user-friendly platform that they use for modeling. Our customers have built mission critical applications across all industries including healthcare, insurance, finance, telecommunications and retail. The H2O.ai team is a mix of software, machine learning, and data science experts working together with the open source community to build H2O.</p>
<p>Founded in 2012, H2O.ai was one of the first companies to create an enterprise machine learning platform and continues to lead in this space. H2O.ai has grown sustainably and steadily since it's inception and in 2018, was named a leader in the Gartner Magic Quadrant for Data Science and Machine Learning platforms.</p>
<p><b>Job Summary</b></p>
<p>We’re looking for an experienced and passionate Digital Marketing leader to join the H2O.ai marketing team. You’ll be responsible for analyzing the best ways to reach our audiences with the most compelling content, ads, offers, and presentations/webinars, both rolling up your sleeves and working with agencies for maximum efficiency, and both executing campaigns and working with the marketing team to get the most lead-generation goodness out of our trial offers, recommending ways to engage and gain trust in our community, optimizing the heck out of our marketing and sales funnel, and testing and tweaking everything we do. You will also be responsible for measuring and reporting on our progress - from ad and web conversions to MQLs, SQLs, and pipeline to conversion times to nurtures, and more - and deciding and/or recommending how we can improve regularly. You will be working with the marketing and sales teams, the CEO and executive team in fast-paced, fast-moving space. This is an opportunity not only to excel at Demand Generation and Marketing Operations, but to build an exceptional integrated marketing engine to do so.</p>
<p>The ideal candidate is a team builder and team player with an inclusive, collaborative leadership style.</p>
<p><b>Responsibilities and Duties</b></p>
<ul><li>Marketing Operations: Working side by side with the CMO, CRO and sales operations on refining the funnel, publishing and analyzing results, and driving for execution excellence across the entire team.</li>
<li>Marketing Automation: Work with sales, marketing, on delivering a world class marketing machine that delivers results.</li>
<li>Digital Strategy: Create the digital strategy for the company from social, to the website, SEO/SEM, campaigns through the entire funnel. Measure, measure, measure, and run!</li>
<li>Campaigns: Execute campaigns that drive towards revenue with benchmarks that can be set and results achieved. Analyze and run the customer journey for all campaigns. Recommend and implement measurement methodologies and analyze program performance on an ongoing basis to ensure continual improvement.</li>
</ul><p><b>Qualifications and Skills</b></p>
<ul><li>Knowledge of and facility with the latest demand gen tools and methodologies including a great knowledge of SalesForce and Marketo</li>
<li>Love of all metrics; you dive into the numbers every day.</li>
<li>Unafraid to make bold decisions and take risks with campaigns.</li>
<li>You question assumptions big-time.</li>
<li>Strong communication skills no matter to whom you’re talking.</li>
<li>Superior writing and speaking skills.</li>
<li>Majorly collaborative - you want every program to be part of the bigger, more effective, coordinated campaign, which means getting on the same page with the rest of marketing and the business.</li>
<li>Great listening skills.</li>
<li>Successful track record in marketing operations and marketing automation.</li>
<li>Experience in B2B marketing and technology sector.</li>
<li>Intelligent quick learner with an analytical orientation, strategic vision, consensus building skills, and consultative style.</li>
<li>Ability to collaborate cross-functionally to optimize resources and leverage knowledge to gain competitive advantage. Demonstrated ability to positively influence people across all functional areas of an organization.</li>
<li>Exceptional communication and interpersonal skills with the ability to listen effectively, socialize ideas across functions, and articulate the vision of the company, both internally and externally</li>
<li>Excellent strategic planning skills; demonstrated success building buy-in for an innovative and bold vision.</li>
<li>A minimum of 10 years of experience.</li>
<li>BS/BA Degree.</li>
</ul><p><b>Benefits and Perks</b></p>
<ul><li>Modern office in Mountain View, CA with floor-to-ceiling windows &amp; natural light.</li>
<li>Lunch and dinner catered every day.</li>
<li>Flexible work hours and unlimited time off.</li>
<li>Get paid to work on open source software!</li>
</ul><p>H2O.ai is an equal opportunity employer. We welcome and encourage diversity in the workplace regardless of race, gender, sexual orientation, gender identity, disability or veteran status.</p></div></span>",,"Mountain View, CA 94040"
Product Assurance Manager,Universities Space Research Association,"<span id=""job_summary"" class=""summary""><div><p>The Product Assurance Manager is responsible for the planning, directing and implementing all Safety, Reliability, Maintainability and Quality Assurance activities within the approved SOFIA program schedule, resource, and budget constraints. This Manager is responsible for establishing and maintaining effective coordination between the Mission Operations (MO) group, and the other functional organizations and personnel within the organization. This Manager reports to the SOFIA Project Director.</p>
<p><b>
Essential Duties/Responsibilities:</b></p>
<p>
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily.<b> </b>Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.</p>
<p><b>
Bold = Essential Function.</b></p>
<ul>
<li><b>Responsible for ensuring that the development and delivery of all hardware and software is in full compliance with the contractual, regulatory and specification requirements for Safety, Reliability, Maintainability and Quality Assurance.
</b></li></ul><ul><li><b>Responsible for successfully implementing and managing a Quality Assurance program that meets applicable requirements. Perform periodic audits of development and operations activities and documentation to ensure all activities are being conducted in accordance with contractual and regulatory requirements.</b></li>
<li><b>Responsible for successfully implementing and managing a System Safety Program which includes a review of all modifications to Science and Mission systems to identify potential hazards or hazardous operations. Assure complete documentation of all Science and Mission system and operational hazards and the approaches taken to control such hazards. Coordinate these activities with NASA Safety &amp; Mission Assurance.</b></li>
<li><b>Responsible for successfully implementing and managing an Occupational Safety and Health Program that is in compliance with all applicable Federal, State, and local regulations.</b></li>
<li><b>Responsible for successfully implementing and managing an effective Reliability and Maintainability program to meet SOFIA Program requirements.
</b></li><li><b>Responsible for assuring that analyses, modeling, and testing are performed as necessary to verify compliance with reliability and maintainability requirements, and to demonstrate the ability of the SOFIA System to meet all applicable requirements. The Product Assurance Manager will coordinate all Product Assurance activities with the other functional elements within the organizations to ensure required deliveries/milestones are met on time and within budget.</b></li></ul>
<br>
<ul><li><p>Additional Responsibilities:</p>
<ul>
<li>Ensure that USRA and NASA management remains informed regarding significant safety, reliability, maintainability, and quality assurance issues.</li>
<li>Teamwork and the ability to work effectively with co-workers, customers, and supervisor in a professional and courteous manner is an essential function of this position.</li></ul>
</li>
</ul><br>
<p><b>Required Qualifications:</b></p>
<p><b>
Education:</b></p>
<ul>
<li>Bachelor's degree (B. A. or B. S.) from an accredited four-year college or university.</li></ul>
<br>
<p><b>Experience:</b></p>
<ul>
<li>Minimum of ten years experience in engineering, system engineering, system safety, quality assurance, or experience in a related technical field is required.</li>
<li>Experience as a project leader or group leader with some project management responsibilities on one or more technical projects with at least three subordinates over a minimum period of one year. Supervisory or managerial experience on one or more technical projects is desired.</li>
<li>Working knowledge of government contractor work environment desired. NASA or NASA contractor work experience preferred.</li>
<li>Work experience in compliance with NPR 8715.3, <i>NASA General Safety Program Requirements </i>and with NPD 8730.5, <i>NASA Quality Assurance Policy</i> or equivalent desirable.</li>
<li>Work experiences in Data Management and Configuration Management a plus.</li>
<li>Applicants must possess the ability to work with a diverse group of scientists, engineers, technicians, and administrators.</li>
<li>Demonstrated success in project planning, and resource planning and allocation, management of multi disciplinary teams in a matrixed R&amp;D organization and/or operations environment is desirable.</li>
<li>Proficiency in use of computers and applications is required. Ability to develop proficiency in PowerPoint, Word, Excel (or equivalent applications), Internet and e-mail are essential.</li></ul>
<br>
<p><b>Supervisory Responsibilities:</b></p>
<p>
None initially, a qualified individual with demonstrated capability may be tasked with supervisory responsibility as the organization develops and if the need arises. Oversight of subcontractor activities is required.</p>
<p><b>
Knowledge, Skills &amp; Abilities:</b></p>
<ul>
<li>Excellent written and verbal communication in English is required, fluency in written and spoken German a plus.</li>
<li>Ability to read and interpret documents such as safety rules, operating and maintenance instructions, and procedure manuals. Ability to write routine reports and correspondence, speak effectively before groups of customers or employees of organization.</li>
<li>Ability to calculate figures and amounts such as discounts, interest, commissions, proportions, percentages, area, circumference, and volume, ability to apply concepts of basic algebra and geometry. Ability to define problems, collect data, establish facts, and draw valid conclusions. Ability to interpret an extensive variety of technical instructions in and deal with several abstract and concrete variables.</li>
<li>Ability to identify, define and analyze complex problems and draw valid conclusions. Possess the ability to interpret an extensive variety of technical information in mathematical or diagram form (including engineering and manufacturing drawings) and deal with multiple subjective and objective criteria.</li></ul>
<br>
<p><b>Working Conditions:</b></p>
<p>
The physical demands and work environment described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. While performing the duties of this job, the employee is frequently required to stand; walk; sit, use hands. Keyboarding for large time spans each day will be a significant part of this position. The employee may need to lift and/or move up to 50 pounds. Position may require domestic and international business travel.</p>
<p>
While performing the duties of this job, the employee may occasionally be exposed to fumes or airborne particles. The employee may be exposed to moving equipment, vehicles and mechanical parts. The noise level in the work office environment is typically mild. The environment on the aircraft during flight operations may become noisy and tiring. The employee must be capable of performing all duties in a technical/scientific setting including offices, laboratories, shops, and aircraft maintenance facilities as well as on the aircraft/observatory, both while on the ground and during flights.</p>
<p><b>
The above is intended to describe the general content of and requirements for the performance of this job. It is not construed as an exhaustive statement of duties, responsibilities or requirements. Other duties may be assigned.</b></p>
<p><b>
Travel:</b></p>
<p>
This position is based at NASA AMES Research Center in Moffett Field, CA but significant travel is required to Armstrong Flight Research Center Building in Palmdale, CA.</p>
<p>
All interested candidates must apply directly on our website at <b>https://usracareers.silkroad.com/</b><b>.</b></p>
<p>
USRA is an Equal Opportunity Employer Minorities/Females/Protected Veterans/Disabled/Sexual Orientation/Gender Identity</p><br>
Required Skills<br>
<br>
Required Experience</div></span>",10 reviews,"Mountain View, CA"
Test Engineer (Machine Learning) with Python or JavaScript,"GlobalLogic, Inc.","<span id=""job_summary"" class=""summary"">Job Description
<br><br>
<b>Minimum qualifications:</b><br>
<ul>
<li>BA/BS degree in Computer Science/Linguistics or a related technical field or equivalent practical</li>
</ul>
experience
<br><ul>
<li>4-6 years of relevant work experience in tech (as a computational linguist, engineer or QA</li>
</ul>
specialist)
<br><ul>
<li>Enthusiasm about chatbots development, NLU and Machine Learning</li>
</ul>
<b>Preferred qualifications:</b><br>
<ul>
<li>Coding experience in Java Script or Python</li>
<li>Basic knowledge of Machine Learning algorithms for NLU</li>
<li>Experience in writing technical documentation</li>
<li>Excellent communication skills</li>
</ul>
Job Responsibilities
<br><ul>
<li>Work on reviewing the quality of Dialogflow based applications (aka chatbots) and provide</li>
</ul>
exhaustive recommendations to client’s partners
<br><ul>
<li>Analyze error patterns in Dialogflow’s partners implementations and collaborate with</li>
</ul>
cross-functional teams to improve developers’ experience and resolve the issues at scale
<br><ul>
<li>Perform quantitative assessment of NLU quality for different use cases (both internal projects and</li>
</ul>
external partners)
<br><ul>
<li>Expand existing knowledge base by collecting and annotating natural language expressions</li>
</ul>
</span>",353 reviews,"Mountain View, CA"
"Software Engineer, Machine Learning",Moveworks.ai,"<span id=""job_summary"" class=""summary""><div><div><div>Headquartered in the heart of Silicon Valley, Moveworks, an Enterprise SaaS company is solving complex problems using the latest ML &amp; NLP technologies. Backed by industry leaders, Bain Capital &amp; Lightspeed Ventures, and founded by well recognized serial entrepreneurs, Moveworks is transforming the ITSM market with autonomous resolution. Our product is well defined, our customers are already asking for more, and new demand is astounding.
</div><div>As a Machine Learning engineer you will have an opportunity to work on challenging real applications that resolve a critical need for Enterprise customers. If you are skilled at large scale machine learning infrastructure, modeling, Natural Language processing and/or Information Retrieval within complex systems, this could be a very exciting opportunity for you.</div><div>
</div></div>
<div><div><h3 class=""jobSectionHeader""><b>Responsibilities:</b></h3><div><ul><li>
Apply machine learning, NLP, and deep learning methods to unstructured data sets and complex systems</li><li>
Use your knowledge of machine learning fundamentals to develop and execute new algorithms, evaluate with small scale experiments and later productionize solutions at scale.</li><li>
Investigate and solve exciting and difficult challenges in machine learning, classification, data science, content analysis, and deep learningResearch and develop innovative, scalable and dynamic solutions to hard problems</li><li>
Use the latest advances in machine learning, data science, neural networks and deep learning to enhance our products and create new experiences</li><li>
Work on search/information retrieval problems</li><li>
Write quality code using cutting edge tools to develop chat capabilities</li></ul></div></div></div>
<div><div><h3 class=""jobSectionHeader""><b>Requirements:</b></h3><div><ul><li>
You excel at building data pipelines to acquire/crawl, clean and maintain data for model building, as well as productionizing ML models</li><li>
You have used ML toolkits like Scikit Learn, Apache Spark MLlib, H2O, Aerosolve or Apache Mahout</li><li>
You feel at home developing on the Linux platform with languages like Python, Java/Scala, or C++</li><li>
You have some prior experience working with Open source software or having contributed to it (Please share your Github profile)</li><li>
As a bonus, if you have some familiarity with deep learning algorithms and frameworks like TensorFlow, PyTorch, Keras, or Theano</li><li>
As a bonus, if you have some experience with NLP frameworks like SpaCY, Gensim or NLTK</li></ul></div></div></div></div></span>",,"Mountain View, CA"
Community Lead,Dremio,"<span id=""job_summary"" class=""summary""><div><div><div><div>Dremio reimagines analytics for modern data. Created by veterans of open source and big data technologies, Dremio is a fundamentally new approach that dramatically simplifies and accelerates time to insight. Dremio empowers business users to curate precisely the data they need, from any data source, then accelerate analytical processing for BI tools, machine learning, data science, and SQL clients. Dremio starts to deliver value in minutes, and learns from your data and queries, making your data engineers, analysts, and data scientists more productive. For more information, visit www.dremio.com.</div><div><br>
</div><div>
Founded in 2015, Dremio is headquartered in Mountain View, CA and has raised $40 million in Funding from Top VC's including Lightspeed Venture Partners, Redpoint Ventures and Norwest Ventures. Connect with Dremio on GitHub, LinkedIn, Twitter and Facebook.
</div><div>In this role you will lead our efforts to develop the Dremio community. This is a technical role that involves speaking at global events and meetups, writing tutorials, speaking with users, evaluating and developing integrations, and advocating for the needs of Dremio users through interactions with our product management team. You should have a strong grasp of SQL and analytical tools such as Python, R, and Tableau. You should find joy in writing clear, engaging content that helps users fall in love with the product. In addition to the Dremio community, you will work extensively with other open source communities such as Apache Arrow, Apache Parquet, MongoDB, Elasticsearch, Postgres, and others. Ideally you are a self-starter what is entrepreneurial, effective, and comfortable working on many different initiatives simultaneously.</div><div><br>
</div><div>
Ideally you are in Mountain View, but we would consider other locations.</div><div><br>
</div><div>
Your responsibilities include:</div><ul><li>Supporting analysts, data engineers, and data scientists – and everyone else – in helping them analyze data faster, more efficiently, and more effectively using Dremio</li><li>Drive adoption of features and of the product through code samples, tutorials, and blog posts</li><li>Manage and expand our program of monthly meetups for Dremio and associated projects, and events</li><li>Build a profile for Dremio in the data engineering and data science communities. In particular, build relationships with key influencers in data communities</li><li>Write blog posts covering interesting developments, including code and other technical content</li><li>Provide input to the product and sales teams on trends and observations from conversations with community members and other potential users</li></ul><div><br>
</div></div><div><div>
Dremio doesn't accept unsolicited agency resumes and won't pay fees to any third-party agency or firm that doesn't have a signed agreement with Dremio.</div></div></div></div></span>",,"Mountain View, CA 94043"
Account Executives - US and EMEA,Dremio,"<span id=""job_summary"" class=""summary""><div><div><div><div>Dremio reimagines analytics for modern data. Created by veterans of open source and big data technologies, Dremio is a fundamentally new approach that dramatically simplifies and accelerates time to insight. Dremio empowers business users to curate precisely the data they need, from any data source, then accelerate analytical processing for BI tools, machine learning, data science, and SQL clients. Dremio starts to deliver value in minutes, and learns from your data and queries, making your data engineers, analysts, and data scientists more productive. For more information, visitwww.dremio.com.</div><div><br>
</div><div>
Founded in 2015, Dremio is headquartered in Mountain View, CA and has raised $40 million in Funding from Top VC's including Lightspeed Venture Partners, Redpoint Ventures and Norwest Ventures. Connect with Dremio on GitHub, LinkedIn, Twitter and Facebook.
</div><div>Dremio is seeking Account Executives in major regions in the United States and Europe who are excited to manage a large region and drive sales of a category-defining product to F1000/Global 2000 customers.
</div></div><div><div><h3 class=""jobSectionHeader""><b>Requirements</b></h3><div><ul><li>
4+ years of experience in software tech sales, preferably in Big Data, BI, or analytics</li><li>
Proven success in driving pipeline through outbound prospecting strategies</li><li>
Proficiency in Salesforce.com, LinkedIn Navigator, Yesware, Discoverorg, Zoom Info, and other prospecting tools</li><li>
Preference for candidates with experience at Series A and B startups</li></ul></div></div></div><div><div>
Dremio doesn't accept unsolicited agency resumes and won't pay fees to any third-party agency or firm that doesn't have a signed agreement with Dremio.</div></div></div></div></span>",,"Mountain View, CA 94043"
