position,company,description,numreview,location
Web Developer,Voxelcloud,"<span id=""job_summary"" class=""summary""><div>Job Description<br>
<br>
<p>We are looking for full-time Front-End Web Developer who is motivated to combine layout aesthetics and a rigor of programming. Responsibilities will include to develop web-based annotation tools and gadgets to support R&amp;D activities and to facilitate of UX/UI design wireframes to actual code that will produce visual elements of the product. You will work with the UX/UI designer and the R&amp;D scientists, bridging the gap between graphical design and technical implementation over a variety of products at VoxelCloud.</p><p><b>
Responsibilities</b>:</p><ul><li>
Develop annotation tools according to the requests from Data and Model teams</li><li>
Implement simple back-end structure for the annotation tools</li><li>
Build reusable code and libraries for future use</li><li>
Implement the UX/UI design and collaborate on product deployment</li><li>
Optimize the existing application for maximum scalability, security and speed</li><li>
Collaborate with the model team on gadgets for productivity</li></ul></div> <div>Qualifications<br>
<br>
<ul><li>Comfortable with Linux systems and IDEs</li><li>
Proficient in Python, especially Flask</li><li>
Excellent in Javascript, Familiar with Node.js and jQuerry. Experience with React, Angular or Vue is a plus</li><li>
Experience with database, at least one of MySQL, PostgreSQL and MongoDB</li><li>
Experience with code deployment, Linux and AWS is plus</li><li>
Experience with RESTful API is preferred</li><li>
Good coding style and communication skills</li></ul><br>
Additional Information<br>
<br>
<p>All your information will be kept confidential according to EEO guidelines.</p></div></span>",,"Los Angeles, CA 90024"
Research Biostatistician II,Cedars-Sinai,"<span id=""job_summary"" class=""summary""><div>The Research Biostatistician II reports to the Principal Investigator (PI) to provide statistical services for investigators, clinical trials, including performance of statistical analyses, preparation of data sets and writing of statistical results. The Research Biostatistician II is responsible for the performance of statistical analyses, preparation of data sets and writing of statistical results. The Research Biostatistician II is responsible for the statistical aspects of clinical trials including documentation of statistical methods, review of validation checks and providing reports to the Research Team. This position coordinates the statistics deliverables of ongoing research studies, ensures study timelines are met, reviews data for adherence to protocol, interacts with project coordinators to share knowledge of the data and provides statistical programming support to scientific programming personnel as required. Interacts with research scientists, EIS Analyst, study coordinators and data entry personnel in analyzing results, interpreting biostatistical findings, collecting and gathering information for formulating programs. The Biostatistician II will demonstrate continuous self-improvement, make effective contributions to the section, and adhere to CSHS compliance plan, code of conduct, and hospital and departmental policies and procedures. He/she may serve as a preceptor for students. Provide statistical services to researchers at the Samuel Oschin Comprehensive Cancer Institute and to other departments at the CSMC. This includes statistical analysis and programming support of medical research data. Analysis of medical research data includes meeting with investigators, defining the scope of work and making a time estimate for the work, development of an analysis plan, implementing appropriate statistical methods using statistical software, reporting and interpreting results, review of study design, and sample size and power determinations. Statistical services include database design, data management, and data analysis. Will work with minimal supervision from a supervisory statistician. May serve as statistical consultant to the IRB. Provide other related services as required.<br>
<br>
Job Description/Responsibilities:<br>
1. Analyzes and interprets findings relating to research and/or clinical trials according to established practices and in compliance with HIPAA guidelines.<br>
2. Performs a variety of increasingly complex biostatistical programming and analytical assignments.<br>
3. May assists or collaborate in preparation of grant proposals, protocol designs, publications, and presentations.<br>
4. Constructs, cleans and manages databases that contain data on family structures, biologic traits and genetic markers. These data will be obtained from multiple sources involving coordination with collaborators from off-campus sites.<br>
5. May train and lead lower level Biostatisticians.<br>
6. Acts as a consultant to the Clinical and Research Faculty regarding research projects, with specific assignments in the Samuel Oschin Comprehensive Cancer Institute, as well as other departments and divisions.<br>
7. Performs statistical analyses for medical research projects. A complete analysis may include processing data from Excel or other databases into another dataset program (R, SAS), writing programs to manage and prepare data for statistical analyses, writing programs to perform statistical procedures, using standard statistical packages to analyze data, summarizing findings in reports, tables and graphs, interpreting results and preparing them in written report for investigators.<br>
8. Recommends appropriate statistical analyses for clinical outcomes and research questions.<br>
9. Summarizes and interprets statistical analysis findings and prepares written reports for publications, presentations and grant proposals.<br>
10. Provides advice on the design of questionnaires and the design and management of databases; this may include advice on the design of questionnaires to ease data entry, designing of data screens, documentation, data formats, data dictionary, custom data entry checks, and custom programming macros.<br>
11. Provides investigators with sample size determinations and power analysis.<br>
12. May provide ex officio service on IRB committees, including review of IRB submissions for acceptability of sample size justifications.</div>
<br><div><div>Educational Requirements:<br>
Masters Degree in Statistics or related discipline<br>
<br>
Experience:<br>
2 years minimum experience in programming, analyzing and database management in a research environment.<br>
Experience in cancer research is preferred but not required.<br>
Strong interpersonal and communication skills to work effectively with research scientists, biostatisticians and data entry personnel.<br>
<br>
Physical Demands: (e.g., lifting, standing, walking)<br>
All listed pertain to this position</div></div></span>",661 reviews,"Los Angeles, CA"
Postdoctoral Scientist (Cancer Institute - Immunology),Cedars-Sinai,"<span id=""job_summary"" class=""summary""><div><div>The Theodorescu Lab at Cedars-Sinai is looking to hire a postdoctoral researcher with a strong background in the fields of molecular biology, cell biology, cancer biology or immunology. This individual would join our exciting cancer research group. Recent efforts in our lab have focused on identifying immune system agonists or antagonists that modulate tumor behavior in vivo. The successful candidate will be a driven, creative, team-oriented individual with a passion for helping to discover and move fundamental cancer biologic findings towards a clinical setting. We employ many different in vitro and in vivo approaches and seek individuals with a strong background in immunology, molecular biology, and biochemistry. Our lab has recently published in a number of high impact journals including Nature, Science, and JNCI and we hope the successful candidate will help us continue making solid contributions to cancer therapeutics. We welcome applications from both recent PhD recipients and individuals seeking additional postdoctoral training. Strong preference will be given to individuals with an outstanding publication record from their prior graduate and/or postgraduate training and/or existing extramural funding.</div>
<br>
<div>ESSENTIAL JOB DUTIES AND RESPONSIBILITIES:</div>
<br>
<div>May assist in preparation of grant proposals, but is not responsible for generating grant funds.</div>
<br>
<div>Participates in publications and presentations as author or co-author.
</div><br>
<div>Designs and performs experiments. Keeps detailed experimental records and documentation and analyze the results with the Principal Investigator.
</div><br>
<div>Develops, adapts, and implements new research techniques and protocols.</div>
<br>
<div>Analyzes, interprets, summarizes and compiles data.
</div><br>
<div>Performs routine and complex laboratory procedures throughout training period.</div>
<br>
<div>Meets with Dr. Theodorescu on a regular basis to discuss research progress and plans.
</div><br>
<div>May be asked to write small grant proposals or NRSA/T32 applications.
</div><br>
<div>Spends about 75% of time on bench research experimentation and 25% of time on writing articles/analyzing data/online research.</div></div>
<br><div><div><div>Educational Requirements: Doctorate (PhD or MD) in immunology or area directly related to field of research specialization.</div>
<div>Experience: Able to perform moderate lifting. Able to sit, stand and walk for prolonged periods of time. Able to read papers and online documents. Able to operate standard office and laboratory equipment. Able to exercise physical ability and perspective acuity to satisfactorily perform essential job functions. Duties will require walking throughout the Medical Center.</div>
<div>Physical Demands: Works independently on research projects within an area of specialization. Acquires thorough technical and theoretical knowledge of research project and objectives during one to five (1-5) year post-doctoral appointment. Demonstrates aptitude to perform experimental protocols and procedures, including detailed data collection and analysis. Knowledge of safety standards and maintenance of specialized equipment a plus.</div></div></div></span>",661 reviews,"Los Angeles, CA"
Lab Manager,Bureau Veritas,"<span id=""job_summary"" class=""summary""><div><div><b>A WORLD LEADER IN TESTING, INSPECTION &amp; CERTIFICATION SERVICES</b></div>
<div>Bureau Veritas offers dynamic, exciting employment opportunities with an attractive salary/benefit package and an opportunity to play a vital role with a global organization. If you would enjoy working in a dynamic environment and are looking for an opportunity to become part of a stellar team of professionals, we invite you to apply online today.</div>
<div>Bureau Veritas is an Equal Opportunity Employer, and as such we recruit, hire, train, and promote persons in all job classifications without regard to race, color, religion, sex, national origin, disability, age, marital status, citizen status, sexual orientation, genetics, status as a protected veteran, or any other non-job-related characteristics.</div>
<div>This position is responsible to ensure equal opportunity in employment in that all persons are treated equally and on the basis of merit, in decisions regarding selection, placement, promotions, training, work assignments, transfers and other personnel actions.</div>
<div>City: Los Angeles
</div><div>State:CA</div>
<br>
<div><b>SUMMARY: </b>Supervises and coordinates activities of personnel engaged in performing</div>
<div>chemical and physical tests required for quality control of processes and products by</div>
<div>performing the following duties.</div>
<div><b>ESSENTIAL DUTIES AND RESPSONSIBILITIES: </b>Include the following. Other</div>
<div>duties may be designed.</div>
<div>Advises assistant managers, supervisors, technicians on special test procedures to ensure</div>
<div>the overall quality of submitted materials.</div>
<div>Overall responsibility for SQC, Calibrations and Quality Assurance of the laboratory.</div>
<div>Overall responsibility to ensure all Quality Assurance Programs are designed,</div>
<div>implemented and utilized by laboratory personnel.</div>
<div>Randomly analyzes test information to determine operating efficiency of process or</div>
<div>equipment and to diagnose malfunctions.</div>
<div>Confers with scientists or engineers to conduct analyses, interpret test results, or develop</div>
<div>nonstandard tests.</div>
<div>Directs adjustments to formulas and processes based on test results.</div>
<div>Directs personnel to conduct research in developing custom products and investigates</div>
<div>complaints on existing products</div>
<div>Assists in monitoring, measuring, and assessing corporate quality assurance practices and</div>
<div>protocols for continual improvement.</div>
<div>Recommends measures to improve testing procedures, use of equipment, and needs for</div>
<div>new equipment.</div>
<div>Analyzes and resolves, or assists workers in solving work problems.</div>
<div>Markets actively for new clients.</div>
<div>Overall responsibility for ensuring the proper amount of supplies and resources is on</div>
<div>hand to efficiently run laboratory operations at required levels.</div>
<div><b>SUPERVISORY RESPONSIBILITIES: </b>Manages assistant managers and supervisors</div>
<div>who supervise all employees in the laboratory. Is responsible for the overall direction,</div>
<div>coordination, and evaluation of this unit.</div>
<div>Carries out supervisory responsibilities in accordance with the organization’s policies and</div>
<div>applicable laws. Responsibilities include interviewing, hiring, and training employees;</div>
<div>planning, assigning, and directing work; appraising performance; rewarding and</div>
<div>disciplining employees; addressing complaints and resolving problems.</div>
<div><b>QUALIFICATION REQUIREMENTS: </b>To perform this job successfully, an</div>
<div>individual must be able to perform each essential duty satisfactorily. The requirements</div>
<div>listed below are representative of the knowledge, skill, and/or ability required.</div>
<div>Reasonable accommodations may be made to enable individuals with disabilities to</div>
<div>perform the essential functions.</div>
<div><b>EDUCATION and/or EXPERIENCE: </b>Prefer bachelor’s degree from four-year</div>
<div>college or university; five to ten years related experience and/or training; or equivalent</div>
<div>combination of education and experience.</div>
<div><b>LANGUAGE SKILLS: </b>Ability to read, analyzes, and interprets general business</div>
<div>periodicals, professional journals, technical procedures, or governmental regulations.</div>
<div>Ability to write reports, business correspondence, and procedure manuals. Ability to</div>
<div>effectively present information and respond to questions from groups of managers,</div>
<div>clients, customers, and the general public.</div>
<div><b>MATHEMATICAL SKILLS: </b>Ability to add, subtracts, multiply, and divide in all units</div>
<div>of measure, using whole numbers, common fractions, and decimals. Ability to compute</div>
<div>rate, ratio, and percent and to draw and interpret bar graphs. Ability to properly interpret</div>
<div>technical reports related to chemicals and their properties. Ability to interpret scientific</div>
<div>formulas.</div>
<div><b>Laboratory Manager</b></div>
<div><b>REASONING ABILITY: </b>Ability to define problems, collect data, establish facts, and</div>
<div>draw valid conclusions. Ability to interpret an extensive variety of technical instructions</div>
<div>in mathematical or diagram form and deal with several abstract and concrete variables.</div>
<div><b>CERTIFICATES, REGISTRATIONS, AND LICENSES: </b>Drivers License required.</div>
<div>ASTM experience preferred.</div>
<div><b>PHYSICAL DEMANDS: </b>The physical demands described here are representative of</div>
<div>those that must be met by an employee to successfully perform the essential functions of</div>
<div>this job. Reasonable accommodations may be made to enable individuals with</div>
<div>disabilities to perform the essential functions.</div>
<div>While performing the duties of this job, the employee is regularly required to stand; use</div>
<div>hands to finger, handle, or feel objects, tools, or controls; and talk or hear. The employee</div>
<div>is occasionally required to walk; sit; reach with hands and arms; and stoop, kneel, crouch,</div>
<div>or crawl.</div>
<div>The employee must occasionally lift and/or move up to 100 pounds. Specific vision</div>
<div>abilities required by this job include close vision, distance vision, color vision, peripheral</div>
<div>vision, depth perception, and the ability to adjust focus.</div>
<div><b>WORK ENVIRONMENT: </b>The work environment characteristics described here are</div>
<div>representative of those and employee encounters while performing the essential functions</div>
<div>of this job. Reasonable accommodations may be made to enable individuals with</div>
<div>disabilities to perform the essential functions.</div>
<div>While performing the duties of this job, the employee regularly works near moving</div>
<div>mechanical parts and with explosive material and can be regularly exposed to fumes or</div>
<div>airborne particles, toxic or caustic chemicals, and risk of electrical shock. The employee</div>
<div>is occasionally exposed to risk radiation.</div>
<div>The noise level in the work environment is usually low to moderate.</div>
<div>If you are an individual with a disability and you would like us to assist you with searching the Careers Page site for employment opportunities and/or assistance with completing your profile and application, please contact us at 1-888-357-7020 or email us with your request to USinfor@us.bureauveritas.com We are happy to assist you and encourage you to consider Bureau Veritas for your next great career opportunity!</div>
<div>If you would like additional information regarding Bureau Veritas' federal obligations in regards to equal employment opportunity, please click the link below:</div>
<div>http://www1.eeoc.gov/employers/upload/eeoc_self_print_poster.pdf</div></div></span>","1,226 reviews","Los Angeles, CA"
"Marketing Insights Lead, League of Legends",Riot Games,"<span id=""job_summary"" class=""summary"">Riot Games was established in 2006 by entrepreneurial gamers who believe that player-focused game development can result in great games. In 2009, Riot released its debut title League of Legends to critical and player acclaim. As the most played PC game in the world, over 100 million play every month. Players form the foundation of our community and it’s for them that we continue to evolve and improve the League of Legends experience.
<br><br>
We’re looking for humble but ambitious, razor-sharp professionals who can teach us a thing or two. We promise to return the favor. Like us, you take play seriously; you’re passionate about games. We embrace those who see things differently, aren’t afraid to experiment, and who have a healthy disregard for constraints.
<br><br>
That's where you come in.
<br><br>
As the Marketing Insights Lead, you'll join the Insights discipline – the group of researchers, analysts, data scientists and strategists responsible for solving problems and executing analyses that enable Rioters to make difficult decisions with confidence. You'll be heavily focused on determining ROI on our marketing and publishing for League of Legends, partnering directly with our lead of Publishing in helping to set the strategy and agenda of Publishing for League of Legends.
<br><br>
While the priority for this mid-level role is deep knowledge of the process of marketing (segmentation, targeting, positioning, message testing, etc.), and marketing analytics concepts (MROI, segmentation clustering, etc.), the successful candidate will have a variety of experiences and skills to draw on. If you have both analytics and research experience, that is a huge plus!
<br><br>
--------
<br><br>
<b>You are:</b><br>
--------
<br><br>
<ul>
<li>A gamer that wants to hold Riot to a high standard: You carve time out of your busy schedule to play PC and/or console games. You have data backed opinions on the good, bad, and ugly that game publishers do and you want to help Riot elevate player experience.</li>
<li>An expert in employing research and data to optimize marketing decisions: You are familiar with variety of marketing approaches and performance measures but your strength is in devising evaluation approaches to help drive the right outcomes for the campaign and for Riot.</li>
<li>Seasoned at marketing and brand strategy: You've strategically and analytically supported marketers in optimizing decisions across digital marketing, content marketing, channel management, and customer relations -- perhaps leading business intelligence at a games or digital media company, leading teams at a global consulting firm, or as a strategist at a major ad agency. Bonus points for having spent some time on the front lines running marketing campaigns and performance-driven marketing.</li>
<li>Educated: You have an advanced degree in Business, Economics, Statistics, Computer Science, Applied Math, or a related discipline. Graduate degrees are preferred, but can be replaced by meaningful work experience in consulting, consumer insights, or product strategy groups.</li>
<li>A skilled communicator and partner: Your strength in crafting accessible narratives around data means partners can easily access your thinking and findings. You bring strong, persuasive opinions and reasoning to the table but hold them loosely in favor of the best holistic outcomes. You can help leadership understand complex data with compelling and cohesive narratives and insights around the underlying causes. You're comfortable in Excel, PowerPoint and Tableau.</li>
<li>Technically adept: You're very comfortable with statistics, probability, and quantitative analysis methods that help you find insights that matter. Additionally, you already know SQL, Python, or any other language that makes getting to the data more efficient.</li>
</ul>
---------
<br><br>
<b>You will:</b><br>
---------
<br><br>
<ul>
<li>Work with the head of League of Legends publishing to identify areas where analytics and research can help improve publishing outcomes</li>
<li>Present to diverse stakeholders and leadership assessment of every marketing campaign's performance and key drivers of the differences</li>
<li>Evaluate marketing and publishing campaign performance globally for League of Legends. Help identify more effective tactics and channels as well as share best practices around the world.</li>
<li>Set standards for global brand and marketing performance through developing, overseeing and presenting reporting by working closely with the central marketing discipline</li>
<li>Grow and lead a small team of analysts &amp; researchers into marketing best practices</li>
</ul>
Don’t forget to include a resume and cover letter. We receive a lot of applications, but we’ll notice a fun, well-written intro that shows us you take play seriously.</span>",25 reviews,"Los Angeles, CA"
Postdoctoral Scientist - Molecular Biology,Cedars-Sinai Medical Center,"<span id=""job_summary"" class=""summary""><p><b>Job Summary</b></p><p>The Tourtellotte lab studies the role of growth factor and transcription factor signaling in peripheral nervous system target tissue innervation and innervation hemeostasis (Tourtellotte, Am. J. Pathology, 186: 489; Oliviera Fernandes et al., J. Neurosci., 35: 5566; Jackson et al., Devel., 141: 2452). The Postdoctoral Scientist will work independently on research projects under the supervision of the principal investigator (mentor). A postdoctoral position is available immediately to study the role of growth factor signaling in peripheral autonomic neuropathy. The candidate will be expected to design and conduct experiments, collect and analyze data, troubleshoot experiments, analyze data for publication and grant applications, present research at national and international meetings, and prepare manuscripts for publication. Teaching other research staff, students, and residents may be required.</p><p><b>Benefits</b></p><p>In addition to professional development opportunities, Cedars-Sinai offers competitive compensation and benefits package: Medical, Dental, 403(b) with match in addition to Cedars-Sinai’s paid Retirement Program, Tuition Assistance, Credit Union, Wellbeing Program Rideshare, Employee Discounts, Healthcare and Dependent Care Reimbursement Accounts, Group Life/AD&amp;D and Long Term Disability Insurance, start at 16 vacation days/year.</p><p>Job Type: Full-time</p><p>Education:</p><ul><li>Doctorate</li></ul></span>",661 reviews,"Los Angeles, CA 90048"
Product Manager,Snap Inc.,"<span id=""job_summary"" class=""summary"">Snap Inc. is a camera company. We believe that reinventing the camera represents our greatest opportunity to improve the way people live and communicate. Our products empower people to express themselves, live in the moment, learn about the world, and have fun together.
<br><br>
Snapchat is the camera used by millions of people every day to Snap with family, watch Stories from friends, see events from around the world, and explore expertly curated content from top publishers. In short, we are a passionate team working hard to build the best platform in the world for communication and storytelling.
<br><br>
We’re looking for a Product Manager to join Snap Inc! As a member of the Lens Studio team, you will analyze data, understand user behavior, identify trends, craft strategies, lead cross-functional programs, measure impact, and drive wide-scale product implementation and rollout. Working from our Los Angeles headquarters, you’ll collaborate with the wider Camera Platform team to help keep Snap at the forefront of AR.
<br><br>
<b>What you’ll do:</b><br>
<ul>
<li>Plan and launch products and features that help generate engagement and revenue</li>
<li>Establish product growth and engagement KPIs and goals</li>
<li>Define the business goals and own the results for your product areas</li>
<li>Develop and prioritize new strategies, product initiatives, and programs</li>
<li>Solicit ideas and feedback, gather requirements, write specs, create wireframes and workflows, and coordinate cross-functionally</li>
<li>Lead cross-functional teams to prioritize and pursue the highest impact opportunities</li>
<li>Collaborate with designers, engineers, data scientists, and user researchers to analyze patterns and trends and identify new opportunities</li>
<li>Closely monitor and measure results</li>
</ul>
<b>Minimum qualifications:</b><br>
<ul>
<li>Bachelor’s degree in a technical field, economics, science, psychology, or mathematics</li>
<li>3+ years of product management or product marketing experience at a consumer or enterprise technology company</li>
</ul>
<b>Preferred qualifications:</b><br>
<ul>
<li>Ability to execute against defined objectives both tactically and strategically</li>
<li>A team player who can collaborate with engineers, designers, and other cross-functional teams</li>
<li>Ability to initiate and drive projects to completion with minimal guidance</li>
<li>Experience collaborating with internal and external stakeholders at all levels of a company</li>
<li>Experience performing product-oriented quantitative analysis, including statistical analysis</li>
<li>Ability to communicate strategy and the results of analyses clearly and effectively</li>
<li>Ability to prioritize tasks and work independently</li>
<li>Excellent verbal and written communication skills, with high attention to detail</li>
<li>Familiarity with SQL, Python, or R</li>
<li>Passionate about Snapchat, Lens Studio, and immersive technology</li>
</ul>
At Snap, we believe that having a team of diverse backgrounds and voices working together will enable us to create innovative products that improve the way people live and communicate. Snap is proud to be an equal opportunity employer, and committed to providing employment opportunities regardless of race, religious creed, color, national origin, ancestry, physical disability, mental disability, medical condition, genetic information, marital status, sex, gender, gender identity, gender expression, pregnancy, childbirth and breastfeeding, age, sexual orientation, military or veteran status, or any other protected classification, in accordance with applicable federal, state, and local laws. If you have a disability or special need that requires accommodation, please don’t be shy and contact us at accommodations-ext@snap.com ( accommodations-ext@snap.com ).</span>",4 reviews,"Los Angeles, CA"
Corporate Recruiter - Talent Acquisition,Ranker,"<span id=""job_summary"" class=""summary"">Corporate Recruiter (Talent Acquisition) – Los Angeles
<br><br>
We are currently looking for an experienced Corporate Recruiter to join our team. As a member of our team, the Corporate Recruiter will own and drive the recruiting process from end-to-end. We work consultatively with our hiring managers to partner and develop strategies to find candidates in a creative manner. We’re passionate about delivering a candidate experience that lends genuine insight into our culture and what it’s really like to work here at Ranker. We are seeking a dynamic Recruiter who brings a balance of creativity, focus, and determination to our team.
<br><br>
<b>The Ranker Story:</b><br>
Ranker is a data-driven media company whose unique hook is, “Editors Create, Users Participate.” Ranker consistently gets over 70 million US visits - and more minutes spent on site than Complex, Bustle, Refinery 29, Mic, and Mashable combined - with 50 million worldwide unique visitors. Visitor engagement is the center of Ranker. We collect over 12 million monthly votes across thousands of pop culture lists including extremely competitive search terms like “ best movies of all time ” (which has over 2.2 million votes alone). This has built a treasure trove of psychographic ""people who like X also like Y"" first party data that can be leveraged for the benefit of advertisers. The company is based in Los Angeles, has 70 employees, is venture-backed, and profitable.
<br><br>
Why work for Ranker?
<br><br>
<b>First, what’s in it for you:</b><br>
Fun work environment with meaningful and challenging work.
<br><br>
Competitive compensation package, including stock options and fully paid medical.
<br><br>
Ability to partner with senior management to help us acquire and retain great people.
<br><br>
Not deeply familiar with Ranker? Despite it huge audience Ranker has flown a bit under the radar compared to its peers - we’ve built a real business without just burning through venture capital. You can be a part of helping us change perceptions and become a more recognized media brand.
<br><br>
Fun . com perks (weekly lunches, free snacks and drinks, free massages every month etc) without being so over the top we are a parody of ourselves.
<br><br>
What is expected of you?
<br><br>
Build talent pools via strategic sourcing plans using an array of tools and resources such as LinkedIn Recruiter, Connectifier, Boolean Searches and Social Media.
<br><br>
Manage full cycle recruiting for multiple complex searches, creating innovative sourcing strategies and engagement to bring the best talent to each role.
<br><br>
Engage passive talent and position Ranker as an employer of choice in functions such as Engineering, Product Management, Marketing, Sales, Editorial, Social and Operations.
<br><br>
Expertly screen, assess, and recommend talent for open positions.
<br><br>
Enhance the Employer Brand of Ranker by leveraging social media channels, attending professional networking events, creating unique referral programs and ensuring an amazing candidate experience.
<br><br>
Drive the recruitment process for senior business leaders -- coaching and guiding managers throughout the process. This includes creating interview guides, feedback forms, owning interview planning/debrief sessions and coaching interview teams on behavior-based interviewing techniques.
<br><br>
Leverage data and reporting from our applicant tracking system to update senior leaders and hiring managers on progress in relation to hiring.
<br><br>
Develop effective working relationships with the hiring managers while seeking to understand their complex and unique talent needs.
<br><br>
Conduct weekly one on one's with active hiring leaders and attend business staff meetings to position Talent Acquisition as a true business partner.
<br><br>
Strong knowledge of EEOC laws and non-discriminatory hiring practices
<br><br>
Who will do great in this role?
<br><br>
3 + years of recruiting experience with at least one year working within a start-up, internet or media company.
<br><br>
2 + years of full cycle recruiting experience.
<br><br>
Experience recruiting software engineers, product managers and data scientists preferred.
<br><br>
Knowledge of compensation and general HR requirements as related to hiring.
<br><br>
Experience developing and executing sourcing/recruitment plans for searches.
<br><br>
Ability to influence and drive results in a fast-paced environment.
<br><br>
Problem solving skills and creative outside the box creativity in regards to recruiting.
<br><br>
Demonstrated ability to be detail-oriented and high organized.
<br><br>
Bachelor’s Degree in Business, HR, Communications or related field.</span>",4 reviews,"Los Angeles, CA 90048"
Business Research & Financial Analyst,ARYZTA Careers,"<span id=""job_summary"" class=""summary""><div><p>Job Description – Business Research &amp; Financial Analyst</p><p>
The primary role of the Business Research &amp; Financial Analyst is to support corporate strategy development across the Americas organization. This position will assist with strategic consulting projects and support initiative execution from start to finish. The position, reporting into the Director of Strategy &amp; Development, will provide analytical guidance to senior management and business units to analyze strategic options, communicate strategy goals and assist with positive enterprise level change.</p><p>
 <b>Responsibilities:</b></p><ul><li>
Collaborate with analytical resources across the organization to assist with strategy initiatives</li><li>
Develop complex analytical frameworks to conduct analyses to solve critical business issues</li><li>
Support all types of transactions (acquisitions, divestitures, JVs, mergers, minority share investments, etc.) from early stages of the process to deal completion and execution</li><li>
Prepare key strategy presentations for senior management and executives</li><li>
Proactively identify new areas of strategic interest and frame approach to tackle them</li><li>
Work in a collaborative and open team environment on high priority projects<p>
 <b>Qualifications:</b></p></li></ul><ul><li>
Bachelor’s degree from a top tier university</li><li>
1 year of strategy consulting or investment banking preferred</li><li>
Solid experience in complex financial analysis, strategic planning and cross-functional analytical leadership</li><li>
Excellent analytical skills and financial modeling capabilities, with deep attention to detail</li><li>
Strong experience in building executive-level PowerPoint presentations</li><li>
Demonstrated ability to quickly understand complex business issues and develop sound analyses with little direction</li></ul><ul><li>
Strong team orientation with ability to work well within multi-functional teams</li><li>
Positive ‘can do’ attitude, self-motivated, self-directed, and eager to make improvements in a measured manner</li><li>
Excellent written communication and presentation skills, expert in PowerPoint</li><li>
Experience with SAP is a plus</li><li>
5% travel is required</li></ul></div></span>",414 reviews,"Los Angeles, CA 90045"
Media Planner (Los Angeles),BuzzFeed,"<span id=""job_summary"" class=""summary""><b>The Role:</b><br>
BuzzFeed is looking for a Media Planner to be responsible for executing the day to day media planning for their assigned book of business. You will collaborate directly with our sales and client services teams to ensure all media plans are managed efficiently, accurately and timely.
<br><br>
<b>You will:</b><br>
<ul>
<li>Partner with sales and client services to understand client goals and objectives for desired media</li>
<li>Work with all business teams needed to create and implement media plans that meet customer needs and maximize revenue for BuzzFeed</li>
<li>Create media plan templates for packages that can be shared across client services and sales</li>
<li>Perform all planning system entry functions in CRM and Operative</li>
<li>Partner with Pricing and Yield to determine pricing exceptions and price tags for new opportunities</li>
<li>Manage product catalog across CRM and Operative</li>
<li>Partner with Business Operations to create process improvements that eliminate any bottlenecks</li>
<li>Handle any and all ad-hoc requests in a timely, efficient manner</li>
</ul>
<b>You have:</b><br>
<ul>
<li>1-2+ years of digital experience</li>
<li>Able to multitask in a high paced environment</li>
<li>Strong excel skills</li>
<li>Experience working with CRMs and with Operative</li>
<li>Prior experience with digital publishing media planning is a plus.</li>
</ul>
<b>To Apply:</b><br>
Please send resume and cover letter including why you are a fit and interest in the Media Planner role.
<br><br>
About BuzzFeed
<br><br>
BuzzFeed is the leading independent digital media and tech company delivering news and entertainment content to a global audience. We have offices in 19 cities around the world and more than 1600 employees including reporters, video producers, data scientists, engineers, brand strategists, and more. We fuse hard work and fun, through a culture of experimentation, teamwork, equality, and humble confidence. As an employee, you’ll enjoy perks like office events, snacks, career development courses, and no work on your birthday! But most importantly, you’ll work with inspiring colleagues to build tools and create content that helps connect people all over the world.</span>",30 reviews,"Los Angeles, CA 90036"
Postdoc Research Associate,USC,"<span id=""job_summary"" class=""summary""><div><h1 class=""jobSectionHeader""><b>Postdoctoral Research Associate in Cancer Research/Bioinformatics, University of Southern California, Los Angeles, CA:</b></h1><br>
<p>We are looking for a highly motivated postdoctoral research associate interested in applying quantitative methods to understand the relationship between genetic variants and DNA methylation, gene transcriptions, alternative splicing and chromatin changes in cancers. The post-doc will be jointly supervised by Drs. Joseph Wiemels (Preventive Medicine) and Rose Lai (Neurology). This is a “dry lab” (computational) position only.</p><br>
<p>
Applicants should hold a PhD degree in a biology-related field; experience in bioinformatics, including analysis of high-throughput next-generation sequencing data (DNA-Seq, RNA-Seq and Exome-Seq), and genome wide association study (GWAS) is a plus. A strong quantitative background is required. The candidate should possess excellent written and oral communication skills.</p><br>
<p>
The Wiemels and Lai Labs are funded by grants from the NIH and offer a vibrant and multi-disciplinary research environment, with collaborations with laboratory scientists that work together to address questions germane to the effect of genetic risk and environmental stimuli on the epigenome in leukemia, and the functional characterization of glioma risk loci. We offer competitive salaries and benefit packages. The position is available immediately.</p><br>
<p>
University of Southern California’s program in Preventive Medicine has been at the forefront of research relating to GWAS and post-GWAS functional characterization. Since its founding in 1977, the Department has consistently ranked at the top of NIH funding among comparable medical school departments.
</p><br>
<p>Please send inquiries and CV to Dr. Joseph Wiemels (wiemels@usc.edu) and Dr. Rose Lai (rose.lai@med.usc.edu)</p><br>
Minimum Education: Ph.D. or equivalent doctorate within previous five years<br>
<br>
Minimum Experience: 0-1 year<br>
<br>
Minimum Field of Expertise: Directly related education in research specialization with advanced knowledge of equipment, procedures and analysis methods.</div></span>",545 reviews,"Los Angeles, CA"
